Order No,Cust ID,Order Date,Order Status,Order Amount
4.26E+18,QV6D0623,2012-04-21 15:30,Other,
4.26E+18,UW846593,2012-04-21 15:42,Other,
4.26E+18,P7KI8898,2012-04-21 15:54,Other,
4.26E+18,WDFY9707,2012-04-21 16:00,Other,
4.26E+18,Z7O84694,2012-04-21 16:07,Other,
4.26E+18,VWA76484,2012-04-21 16:23,Other,
4.26E+18,VF0D1331,2012-04-21 16:32,Won,323
4.26E+18,WO5W6402,2012-04-21 16:41,Other,
4.26E+18,WBY31919,2012-04-21 17:04,Won,1243
4.26E+18,LVPT3695,2012-04-21 17:12,Other,
4.26E+18,5D8G0583,2012-04-21 17:54,Other,
4.26E+18,4ZMH5663,2012-04-21 18:03,Other,
4.26E+18,4ZMH5663,2012-04-21 18:05,Other,
4.26E+18,Z9Q11178,2012-04-21 18:06,Other,
4.26E+18,RTMX5046,2012-04-21 18:23,Other,
4.26E+18,H9WT9949,2012-04-21 18:25,Other,
4.26E+18,RSGY0054,2012-04-21 18:48,Other,
4.26E+18,308Y2313,2012-04-21 19:38,Other,
4.26E+18,IDRS0433,2012-04-21 19:45,Won,828
4.26E+18,YW3Z2002,2012-04-21 20:03,Other,
4.26E+18,NWRT0196,2012-04-21 20:18,Other,
4.26E+18,O8IF1152,2012-04-21 20:21,Other,
4.26E+18,YOA37088,2012-04-21 20:40,Other,
4.26E+18,SG0J4617,2012-04-21 20:42,Other,
4.26E+18,IAMQ9168,2012-04-21 20:45,Other,
4.26E+18,U0183370,2012-04-21 20:48,Other,
4.26E+18,VF0D1331,2012-04-21 20:51,Won,247
4.26E+18,1P1R3333,2012-04-21 20:55,Other,
4.26E+18,RTMX5046,2012-04-21 20:57,Other,
4.26E+18,UW846593,2012-04-21 20:58,Other,
4.26E+18,ENRA4708,2012-04-21 21:00,Other,
4.26E+18,09OO2653,2012-04-21 21:36,Other,
4.26E+18,09OO2653,2012-04-21 21:40,Other,
4.26E+18,1WDE5278,2012-04-21 21:42,Other,
4.26E+18,JYOF2396,2012-04-21 21:46,Other,
4.26E+18,2AE24100,2012-04-21 21:55,Won,1381
4.26E+18,R6F36353,2012-04-21 22:01,Other,
4.26E+18,JDE49081,2012-04-21 22:19,Other,
4.26E+18,59L70599,2012-04-21 22:21,Other,
4.26E+18,ELSY5627,2012-04-21 22:28,Other,
4.26E+18,9RG79749,2012-04-21 22:34,Other,
4.26E+18,RUL76084,2012-04-21 22:41,Other,
4.26E+18,0EYC2789,2012-04-21 23:10,Other,
4.26E+18,3XMW8686,2012-04-21 23:11,Other,
4.26E+18,067B1115,2012-04-21 23:11,Other,
4.26E+18,FPTV2306,2012-04-21 23:12,Other,
4.26E+18,3XMW8686,2012-04-21 23:13,Other,
4.26E+18,FPTV2306,2012-04-21 23:14,Other,
4.26E+18,4LDK6461,2013-04-21 00:44,Other,
4.26E+18,VQK22582,2013-04-21 07:54,Other,
4.26E+18,2AMB6437,2013-04-21 08:22,Other,
4.26E+18,SBUY7444,2013-04-21 08:41,Other,
4.26E+18,T4IP9875,2013-04-21 08:48,Other,
4.26E+18,T4IP9875,2013-04-21 08:53,Other,
4.26E+18,9VQM4096,2013-04-21 08:54,Other,
4.26E+18,S7MY8868,2013-04-21 09:26,Other,
4.26E+18,KIJA5202,2013-04-21 09:28,Won,887
4.26E+18,S7MY8868,2013-04-21 09:28,Other,
4.26E+18,JPN51640,2013-04-21 09:44,Other,
4.26E+18,R6AN2037,2013-04-21 10:17,Other,
4.26E+18,VQK22582,2013-04-21 10:23,Other,
4.26E+18,S7MY8868,2013-04-21 10:33,Other,
4.26E+18,VF0D1331,2013-04-21 10:45,Other,
4.26E+18,OZO13738,2013-04-21 10:55,Other,
4.26E+18,7YX67648,2013-04-21 11:05,Other,
4.26E+18,XMUE5375,2013-04-21 11:09,Other,
4.26E+18,80OP1454,2013-04-21 11:13,Other,
4.26E+18,80OP1454,2013-04-21 11:14,Other,
4.26E+18,RC715480,2013-04-21 11:15,Other,
4.26E+18,H8GQ0585,2013-04-21 11:17,Other,
4.26E+18,4MRA8913,2013-04-21 11:27,Other,
4.26E+18,POZC0917,2013-04-21 11:28,Other,
4.26E+18,POZC0917,2013-04-21 11:29,Other,
4.26E+18,4MRA8913,2013-04-21 11:29,Other,
4.26E+18,YLPF0200,2013-04-21 11:31,Other,
4.26E+18,4E5Q2251,2013-04-21 11:36,Other,
4.26E+18,YLPF0200,2013-04-21 11:38,Other,
4.26E+18,PUCC4398,2013-04-21 11:46,Other,
4.26E+18,TAG83757,2013-04-21 11:55,Other,
4.26E+18,PXM55865,2013-04-21 12:01,Won,1304
4.26E+18,8N6X6077,2013-04-21 12:01,Other,
4.26E+18,1XJL7540,2013-04-21 12:04,Other,
4.26E+18,1BEC5859,2013-04-21 12:18,Other,
4.26E+18,PI3L1435,2013-04-21 12:33,Other,
4.26E+18,O8FD9907,2013-04-21 12:35,Other,
4.26E+18,6TZA0006,2013-04-21 12:37,Other,
4.26E+18,2A6L6426,2013-04-21 12:44,Other,
4.26E+18,2A6L6426,2013-04-21 12:46,Other,
4.26E+18,04J98128,2013-04-21 12:47,Won,1535
4.26E+18,HEFU4105,2013-04-21 12:50,Other,
4.26E+18,I6YU4635,2013-04-21 13:00,Other,
4.26E+18,6V613600,2013-04-21 13:26,Other,
4.26E+18,L74W5546,2013-04-21 13:31,Other,
4.26E+18,AMXU5350,2013-04-21 13:32,Other,
4.26E+18,JPN51640,2013-04-21 13:46,Other,
4.26E+18,7DYT4547,2013-04-21 13:51,Other,
4.26E+18,WBY31919,2013-04-21 14:11,Other,
4.26E+18,ZZHV6569,2013-04-21 14:24,Other,
4.26E+18,G9SL0181,2013-04-21 14:43,Other,
4.26E+18,W8877490,2013-04-21 14:50,Other,
4.26E+18,W8877490,2013-04-21 14:59,Other,
4.26E+18,9YOD5185,2013-04-21 15:14,Other,
4.26E+18,UW846593,2013-04-21 15:18,Other,
4.26E+18,G9SL0181,2013-04-21 15:30,Other,
4.26E+18,J36X4273,2013-04-21 15:57,Other,
4.26E+18,KZ038485,2013-04-21 16:18,Other,
4.26E+18,VF0D1331,2013-04-21 16:27,Other,
4.26E+18,FH190383,2013-04-21 16:32,Won,124648
4.26E+18,Q8LB4791,2013-04-21 16:56,Won,887
4.26E+18,XDB71709,2013-04-21 17:05,Other,
4.26E+18,80OP1454,2013-04-21 17:11,Other,
4.26E+18,FJPI4916,2013-04-21 17:14,Other,
4.26E+18,7DYT4547,2013-04-21 17:15,Other,
4.26E+18,ECWH5013,2013-04-21 17:17,Other,
4.26E+18,OZ633913,2013-04-21 17:40,Other,
4.26E+18,OSFL6588,2013-04-21 17:56,Other,
4.26E+18,OSFL6588,2013-04-21 17:59,Other,
4.26E+18,O1QP6940,2013-04-21 18:03,Other,
4.26E+18,SG0J4617,2013-04-21 18:06,Other,
4.26E+18,SGAC3454,2013-04-21 18:42,Other,
4.26E+18,SGAC3454,2013-04-21 18:44,Other,
4.26E+18,H9PQ7748,2013-04-21 18:47,Other,
4.26E+18,W5QE1093,2013-04-21 18:54,Other,
4.26E+18,SUC64350,2013-04-21 18:58,Other,
4.26E+18,NEI12656,2013-04-21 19:05,Other,
4.26E+18,GE5L0146,2013-04-21 19:21,Other,
4.26E+18,GE5L0146,2013-04-21 19:23,Other,
4.26E+18,GE5L0146,2013-04-21 19:43,Other,
4.26E+18,GE5L0146,2013-04-21 19:44,Other,
4.26E+18,XR5F1009,2013-04-21 19:58,Other,
4.26E+18,SLDQ8045,2013-04-21 20:18,Other,
4.26E+18,DXL72492,2013-04-21 20:22,Other,
4.26E+18,7DYT4547,2013-04-21 20:34,Other,
4.26E+18,PVZ11287,2013-04-21 20:42,Other,
4.26E+18,PVZ11287,2013-04-21 20:44,Other,
4.26E+18,2RYD8815,2013-04-21 20:46,Other,
4.26E+18,DUWX5191,2013-04-21 20:46,Other,
4.26E+18,7Y3S8461,2013-04-21 20:57,Other,
4.26E+18,7Y3S8461,2013-04-21 21:00,Other,
4.26E+18,P8YO9224,2013-04-21 21:07,Other,
4.26E+18,7S9F6666,2013-04-21 21:10,Other,
4.26E+18,0N0B3619,2013-04-21 21:31,Other,
4.26E+18,RC715480,2013-04-21 21:58,Other,
4.26E+18,7I122727,2013-04-21 22:01,Other,
4.26E+18,PYER9143,2013-04-21 22:15,Other,
4.26E+18,KL362579,2013-04-21 22:33,Other,
4.26E+18,B5C78923,2013-04-21 22:38,Other,
4.26E+18,D1CE8967,2013-04-21 22:50,Other,
4.26E+18,Y1RU4677,2013-04-21 23:09,Other,
4.26E+18,IR077922,2013-04-21 23:29,Other,
4.26E+18,9SK86001,2013-04-21 23:30,Other,
4.26E+18,7TEE1955,2013-04-21 23:33,Other,
4.26E+18,F3J99604,2013-04-21 23:37,Other,
4.26E+18,FFOF4663,2013-04-21 23:38,Other,
4.26E+18,TIQD4131,2013-04-21 23:39,Other,
4.26E+18,ZDPT8585,2013-04-21 23:41,Other,
4.26E+18,ZDPT8585,2013-04-21 23:44,Other,
4.26E+18,TIQD4131,2013-04-21 23:44,Other,
4.26E+18,ZDPT8585,2013-04-21 23:57,Other,
4.26E+18,ZSDM4601,2014-04-21 00:07,Other,
4.26E+18,I33C4345,2014-04-21 01:27,Other,
4.26E+18,2UE50518,2014-04-21 04:35,Other,
4.26E+18,WRNC9026,2014-04-21 06:02,Other,
4.26E+18,WL1M9556,2014-04-21 06:23,Other,
4.26E+18,YQOR0017,2014-04-21 06:25,Other,
4.26E+18,890S9695,2014-04-21 06:47,Other,
4.26E+18,3H9F1030,2014-04-21 07:28,Other,
4.26E+18,J9H05750,2014-04-21 07:28,Other,
4.26E+18,CTZB4446,2014-04-21 07:44,Other,
4.26E+18,J9H05750,2014-04-21 07:49,Other,
4.26E+18,MPSX5474,2014-04-21 07:53,Other,
4.26E+18,MPSX5474,2014-04-21 07:55,Other,
4.26E+18,TK812452,2014-04-21 08:06,Other,
4.26E+18,P8YO9224,2014-04-21 08:36,Other,
4.26E+18,P8YO9224,2014-04-21 08:37,Other,
4.26E+18,SGAC3454,2014-04-21 08:57,Other,
4.26E+18,KECT7997,2014-04-21 09:05,Other,
4.26E+18,ENDT8222,2014-04-21 09:11,Other,
4.26E+18,N6GQ3762,2014-04-21 09:35,Other,
4.26E+18,N6GQ3762,2014-04-21 09:40,Other,
4.26E+18,SE3K7016,2014-04-21 09:51,Other,
4.26E+18,QV516760,2014-04-21 10:21,Other,
4.26E+18,PCQB4005,2014-04-21 10:24,Other,
4.26E+18,3H9F1030,2014-04-21 10:27,Other,
4.26E+18,3H9F1030,2014-04-21 10:29,Other,
4.26E+18,4KUT6415,2014-04-21 10:43,Other,
4.26E+18,2AE24100,2014-04-21 10:47,Won,1746
4.26E+18,IITH6591,2014-04-21 10:48,Won,1349
4.26E+18,OZM64736,2014-04-21 10:56,Other,
4.26E+18,7BVT2993,2014-04-21 11:04,Other,
4.26E+18,2ND75128,2014-04-21 11:07,Other,
4.26E+18,9LBW1818,2014-04-21 11:12,Other,
4.26E+18,9LBW1818,2014-04-21 11:13,Other,
4.26E+18,U4W73253,2014-04-21 11:19,Other,
4.26E+18,1YPR8082,2014-04-21 11:26,Other,
4.26E+18,MEE79704,2014-04-21 11:27,Other,
4.26E+18,X9E04919,2014-04-21 11:52,Other,
4.26E+18,CAE26358,2014-04-21 11:52,Won,14043
4.26E+18,2H1S5816,2014-04-21 11:59,Other,
4.26E+18,CU2D4599,2014-04-21 12:00,Other,
4.26E+18,2H1S5816,2014-04-21 12:03,Other,
4.26E+18,BP1X1181,2014-04-21 12:05,Other,
4.26E+18,I85V8330,2014-04-21 12:06,Other,
4.26E+18,ZQMD4816,2014-04-21 12:09,Other,
4.26E+18,FJPI4916,2014-04-21 12:12,Other,
4.26E+18,FJPI4916,2014-04-21 12:12,Other,
4.26E+18,D97R9000,2014-04-21 12:23,Other,
4.26E+18,LYO18190,2014-04-21 12:27,Other,
4.26E+18,MYBO3189,2014-04-21 12:28,Won,1361
4.26E+18,LYO18190,2014-04-21 12:29,Other,
4.26E+18,NZJG9875,2014-04-21 12:29,Won,1541
4.26E+18,NZJG9875,2014-04-21 12:30,Won,1412
4.26E+18,AJ5J9993,2014-04-21 12:30,Won,887
4.26E+18,46494515,2014-04-21 12:35,Other,
4.26E+18,46494515,2014-04-21 12:37,Other,
4.26E+18,A6HI0955,2014-04-21 12:44,Other,
4.26E+18,LYO18190,2014-04-21 12:46,Other,
4.26E+18,AHJZ4505,2014-04-21 12:46,Other,
4.26E+18,CAE26358,2014-04-21 12:47,Other,
4.26E+18,L74W5546,2014-04-21 12:48,Other,
4.26E+18,LYO18190,2014-04-21 12:48,Other,
4.26E+18,ZHCJ4769,2014-04-21 12:49,Other,
4.26E+18,2Z9V6618,2014-04-21 12:54,Other,
4.26E+18,AGO51581,2014-04-21 12:58,Other,
4.26E+18,AGO51581,2014-04-21 13:01,Other,
4.26E+18,JQP80657,2014-04-21 13:01,Other,
4.26E+18,XYQG0961,2014-04-21 13:02,Other,
4.26E+18,JQP80657,2014-04-21 13:04,Other,
4.26E+18,AHJZ4505,2014-04-21 13:05,Other,
4.26E+18,9ALP6317,2014-04-21 13:06,Other,
4.26E+18,YNGO3468,2014-04-21 13:12,Other,
4.26E+18,67TY9606,2014-04-21 13:13,Other,
4.26E+18,0EAY8813,2014-04-21 13:15,Other,
4.26E+18,BNPV2444,2014-04-21 13:16,Other,
4.26E+18,QSMN6633,2014-04-21 13:24,Other,
4.26E+18,3XSP8456,2014-04-21 13:35,Other,
4.26E+18,RSGY0054,2014-04-21 13:53,Other,130464
4.26E+18,ZGET4507,2014-04-21 13:54,Won,1555
4.26E+18,XGMN4645,2014-04-21 13:59,Other,
4.26E+18,72624346,2014-04-21 14:24,Other,
4.26E+18,BXMQ2283,2014-04-21 14:40,Other,
4.26E+18,SCY33337,2014-04-21 15:00,Won,1087
4.26E+18,ONNG7358,2014-04-21 15:06,Other,
4.26E+18,WJ274187,2014-04-21 15:11,Other,
4.26E+18,2Z9V6618,2014-04-21 15:21,Other,
4.26E+18,U0183370,2014-04-21 15:37,Other,
4.26E+18,VL2D7122,2014-04-21 15:49,Won,1488
4.26E+18,ONNG7358,2014-04-21 15:49,Other,
4.26E+18,YMWN3893,2014-04-21 15:59,Other,
4.26E+18,UHND5517,2014-04-21 16:46,Other,
4.26E+18,5W793112,2014-04-21 17:00,Other,
4.26E+18,SGCD2726,2014-04-21 17:01,Other,
4.26E+18,C6G65653,2014-04-21 17:02,Other,
4.26E+18,C6G65653,2014-04-21 17:12,Other,
4.26E+18,E0Y30519,2014-04-21 17:15,Other,
4.26E+18,60BY0511,2014-04-21 17:16,Other,
4.26E+18,I5IH9234,2014-04-21 17:21,Other,
4.26E+18,OLX81030,2014-04-21 17:21,Other,
4.26E+18,OLX81030,2014-04-21 17:23,Other,
4.26E+18,E3X33252,2014-04-21 17:23,Other,
4.26E+18,6HO64943,2014-04-21 17:28,Won,254
4.26E+18,7WO59257,2014-04-21 17:40,Other,
4.26E+18,LVKH9065,2014-04-21 17:44,Other,
4.26E+18,LVKH9065,2014-04-21 17:46,Other,
4.26E+18,2ND75128,2014-04-21 17:54,Other,
4.26E+18,WBY31919,2014-04-21 18:03,Other,
4.26E+18,EKSY0797,2014-04-21 18:08,Other,
4.26E+18,UHND5517,2014-04-21 18:13,Other,
4.26E+18,X84Y3555,2014-04-21 18:20,Other,
4.26E+18,ZN707225,2014-04-21 18:24,Other,
4.26E+18,W7BB7384,2014-04-21 18:25,Other,
4.26E+18,2FRY4827,2014-04-21 18:27,Other,
4.26E+18,ZN707225,2014-04-21 18:29,Other,
4.26E+18,SKXX9977,2014-04-21 18:34,Other,
4.26E+18,A36T7048,2014-04-21 18:36,Other,
4.26E+18,2UE50518,2014-04-21 18:59,Other,
4.26E+18,4GWC4390,2014-04-21 19:14,Other,
4.26E+18,AGO51581,2014-04-21 19:15,Other,
4.26E+18,ULHN8582,2014-04-21 19:15,Other,
4.26E+18,I9LV0088,2014-04-21 19:26,Other,
4.26E+18,F2ED2944,2014-04-21 19:42,Won,2887
4.26E+18,ZN707225,2014-04-21 19:56,Other,
4.26E+18,92NO8127,2014-04-21 19:57,Other,
4.26E+18,ELJY3135,2014-04-21 20:03,Other,
4.26E+18,ZHCJ4769,2014-04-21 20:10,Other,
4.26E+18,0N0B3619,2014-04-21 20:10,Other,
4.26E+18,ZHCJ4769,2014-04-21 20:12,Other,
4.26E+18,ZHCJ4769,2014-04-21 20:13,Other,
4.26E+18,ZHCJ4769,2014-04-21 20:14,Other,
4.26E+18,ZHCJ4769,2014-04-21 20:14,Other,
4.26E+18,92NO8127,2014-04-21 20:25,Other,
4.26E+18,6HO64943,2014-04-21 20:27,Won,887
4.26E+18,1YPR8082,2014-04-21 20:45,Won,3620
4.26E+18,4BDD0055,2014-04-21 20:48,Other,
4.26E+18,AGO51581,2014-04-21 20:50,Won,1940
4.26E+18,6HO64943,2014-04-21 20:51,Won,254
4.26E+18,XZJW4363,2014-04-21 21:01,Other,
4.26E+18,EM8N7666,2014-04-21 21:06,Other,
4.26E+18,MNVB5624,2014-04-21 21:19,Other,
4.26E+18,B24G7176,2014-04-21 21:25,Other,
4.26E+18,92NO8127,2014-04-21 21:50,Other,
4.26E+18,J74F3684,2014-04-21 21:55,Other,
4.26E+18,J74F3684,2014-04-21 22:04,Other,
4.26E+18,J74F3684,2014-04-21 22:12,Other,
4.26E+18,I2NZ6046,2014-04-21 22:16,Other,
4.26E+18,2RYD8815,2014-04-21 22:43,Other,
4.26E+18,2RYD8815,2014-04-21 22:48,Other,
4.26E+18,VI1R7227,2014-04-21 22:49,Other,
4.26E+18,2RYD8815,2014-04-21 22:50,Other,
4.26E+18,6UP37546,2014-04-21 23:17,Other,
4.26E+18,OCFH2472,2014-04-21 23:42,Other,
4.26E+18,UI764725,2015-04-21 00:11,Other,
4.26E+18,LXTS7072,2015-04-21 00:16,Other,
4.26E+18,LXTS7072,2015-04-21 00:20,Other,
4.26E+18,M5404010,2015-04-21 00:20,Other,
4.26E+18,I2XD8106,2015-04-21 00:28,Other,
4.26E+18,80NT1888,2015-04-21 00:48,Other,
4.26E+18,M5404010,2015-04-21 01:08,Other,
4.26E+18,20DO7508,2015-04-21 01:18,Other,
4.26E+18,4YEC6125,2015-04-21 01:29,Other,
4.26E+18,5W793112,2015-04-21 01:30,Other,
4.26E+18,4YEC6125,2015-04-21 01:33,Other,
4.26E+18,4PPD5847,2015-04-21 06:29,Other,
4.26E+18,4PPD5847,2015-04-21 06:32,Other,
4.26E+18,4PPD5847,2015-04-21 06:33,Other,
4.26E+18,4PPD5847,2015-04-21 06:36,Other,
4.26E+18,39RP2876,2015-04-21 06:54,Other,
4.26E+18,5AW01138,2015-04-21 08:08,Other,
4.26E+18,46494515,2015-04-21 08:31,Other,
4.26E+18,LMZ51362,2015-04-21 08:58,Other,
4.26E+18,TIQD4131,2015-04-21 09:22,Other,
4.26E+18,KSRR2433,2015-04-21 09:24,Won,48585
4.26E+18,S5XB1414,2015-04-21 10:00,Other,
4.26E+18,S5XB1414,2015-04-21 10:02,Won,16578
4.26E+18,7JGM0048,2015-04-21 10:06,Other,
4.26E+18,M16X6091,2015-04-21 10:07,Other,
4.26E+18,KIJA5202,2015-04-21 10:19,Other,
4.26E+18,YZLY1005,2015-04-21 10:22,Other,
4.26E+18,4PPD5847,2015-04-21 10:24,Other,
4.26E+18,YZLY1005,2015-04-21 10:25,Other,
4.26E+18,YZLY1005,2015-04-21 10:26,Other,
4.26E+18,KIJA5202,2015-04-21 10:30,Other,
4.26E+18,67CD7450,2015-04-21 10:32,Other,
4.26E+18,2RHL6928,2015-04-21 10:45,Other,
4.26E+18,021F8701,2015-04-21 11:12,Won,18944
4.26E+18,ZHCJ4769,2015-04-21 11:13,Other,
4.26E+18,021F8701,2015-04-21 11:15,Other,
4.26E+18,038Z7622,2015-04-21 11:24,Other,
4.26E+18,SGAC3454,2015-04-21 11:48,Won,14112
4.26E+18,JXWT2488,2015-04-21 11:51,Other,
4.26E+18,O9RO0114,2015-04-21 11:57,Other,
4.26E+18,G9SL0181,2015-04-21 11:59,Other,
4.26E+18,VWXU0959,2015-04-21 12:01,Other,
4.26E+18,KVLK7991,2015-04-21 12:02,Other,
4.26E+18,XYQG0961,2015-04-21 12:09,Won,887
4.26E+18,M4RD7424,2015-04-21 12:11,Other,
4.26E+18,AJ5J9993,2015-04-21 12:12,Other,
4.26E+18,PXM55865,2015-04-21 12:13,Won,887
4.26E+18,2AE24100,2015-04-21 12:17,Other,
4.26E+18,3HB05292,2015-04-21 12:24,Other,
4.26E+18,0N0B3619,2015-04-21 12:35,Other,
4.26E+18,5ZTG6779,2015-04-21 12:44,Other,
4.26E+18,UWAO7422,2015-04-21 12:49,Other,
4.26E+18,ZV0C6990,2015-04-21 12:50,Other,
4.26E+18,XHAX7118,2015-04-21 13:13,Other,
4.26E+18,M16X6091,2015-04-21 13:13,Other,
4.26E+18,0N0B3619,2015-04-21 13:22,Other,
4.26E+18,4ZMH5663,2015-04-21 13:23,Other,
4.26E+18,5VBU0363,2015-04-21 13:26,Won,2672
4.26E+18,25329366,2015-04-21 13:33,Other,
4.26E+18,ETOY6023,2015-04-21 13:33,Other,
4.26E+18,FR6W9997,2015-04-21 13:33,Other,
4.26E+18,6HO64943,2015-04-21 13:34,Other,
4.26E+18,RTMX5046,2015-04-21 13:45,Other,
4.26E+18,11H85010,2015-04-21 13:59,Other,
4.26E+18,3HB05292,2015-04-21 14:00,Other,
4.26E+18,UHND5517,2015-04-21 14:07,Other,
4.26E+18,ERJB4470,2015-04-21 14:09,Other,
4.26E+18,ERJB4470,2015-04-21 14:10,Other,
4.26E+18,389Q7494,2015-04-21 14:14,Other,
4.26E+18,389Q7494,2015-04-21 14:16,Other,
4.26E+18,MPFF8898,2015-04-21 14:28,Other,
4.26E+18,TXBS1979,2015-04-21 14:35,Other,
4.26E+18,IVFN3319,2015-04-21 14:48,Other,
4.26E+18,B9MN5506,2015-04-21 15:04,Other,
4.26E+18,B9MN5506,2015-04-21 15:07,Other,
4.26E+18,EQOT6242,2015-04-21 15:10,Other,
4.26E+18,E9VC3149,2015-04-21 15:12,Other,
4.26E+18,MU1E3440,2015-04-21 15:14,Other,
4.26E+18,6V613600,2015-04-21 15:20,Other,
4.26E+18,B9MN5506,2015-04-21 15:21,Other,
4.26E+18,NCZQ1557,2015-04-21 15:23,Other,
4.26E+18,0EAY8813,2015-04-21 15:23,Other,
4.26E+18,R4SY3354,2015-04-21 15:24,Other,
4.26E+18,NCZQ1557,2015-04-21 15:26,Won,3916
4.26E+18,UHND5517,2015-04-21 15:32,Won,887
4.26E+18,E9VC3149,2015-04-21 15:43,Other,
4.26E+18,F0HV9147,2015-04-21 15:43,Other,
4.26E+18,AJAO9799,2015-04-21 16:05,Other,
4.26E+18,XRPH1723,2015-04-21 16:53,Other,
4.26E+18,OCFH2472,2015-04-21 17:03,Other,
4.26E+18,OCFH2472,2015-04-21 17:04,Other,
4.26E+18,E5H37853,2015-04-21 17:04,Other,
4.26E+18,OCFH2472,2015-04-21 17:05,Other,
4.26E+18,QUJ20093,2015-04-21 17:06,Other,
4.26E+18,OCFH2472,2015-04-21 17:17,Other,
4.26E+18,IJHJ2506,2015-04-21 17:19,Won,11505
4.26E+18,OZKV9401,2015-04-21 17:21,Other,
4.26E+18,32EG0461,2015-04-21 17:28,Other,
4.26E+18,CVHD1325,2015-04-21 17:38,Other,
4.26E+18,Y1YW7330,2015-04-21 17:40,Other,
4.26E+18,UV400622,2015-04-21 17:46,Other,
4.26E+18,AKF55599,2015-04-21 17:53,Other,
4.26E+18,R6AN2037,2015-04-21 18:15,Other,
4.26E+18,RNT64800,2015-04-21 18:21,Other,
4.26E+18,W0E09314,2015-04-21 18:23,Other,
4.26E+18,H0EE6475,2015-04-21 18:26,Other,
4.26E+18,6V613600,2015-04-21 18:28,Other,
4.26E+18,MK6K4337,2015-04-21 18:29,Other,
4.26E+18,H0EE6475,2015-04-21 18:29,Other,
4.26E+18,8VYW6062,2015-04-21 18:40,Other,
4.26E+18,92NO8127,2015-04-21 18:55,Other,
4.26E+18,2FRY4827,2015-04-21 19:04,Other,
4.26E+18,OF1A2185,2015-04-21 19:29,Other,
4.26E+18,OF1A2185,2015-04-21 19:31,Other,
4.26E+18,OF1A2185,2015-04-21 19:32,Other,
4.26E+18,OF1A2185,2015-04-21 19:33,Other,
4.26E+18,61639749,2015-04-21 19:39,Other,
4.26E+18,7ZIL3908,2015-04-21 19:47,Other,
4.26E+18,B24G7176,2015-04-21 19:51,Other,
4.26E+18,UNRM0085,2015-04-21 20:00,Other,
4.26E+18,YLPF0200,2015-04-21 20:01,Other,
4.26E+18,J74F3684,2015-04-21 20:03,Other,
4.26E+18,RK6O8009,2015-04-21 20:37,Other,
4.26E+18,TLBT9176,2015-04-21 20:54,Other,
4.26E+18,CX367363,2015-04-21 21:01,Other,
4.26E+18,B24G7176,2015-04-21 21:15,Other,
4.26E+18,DNDW5151,2015-04-21 21:23,Other,
4.26E+18,7EKE6233,2015-04-21 21:30,Other,
4.26E+18,VLVZ4054,2015-04-21 21:53,Other,
4.26E+18,RNT64800,2015-04-21 21:55,Other,
4.26E+18,XV230880,2015-04-21 21:56,Other,
4.26E+18,7EKE6233,2015-04-21 21:57,Other,
4.26E+18,T5XJ5426,2015-04-21 22:08,Other,
4.26E+18,N6NU5225,2015-04-21 22:22,Other,
4.26E+18,N6NU5225,2015-04-21 22:29,Other,
4.26E+18,HTOA2580,2015-04-21 22:36,Other,
4.26E+18,7INB2043,2015-04-21 22:43,Other,
4.26E+18,021F8701,2015-04-21 22:47,Won,33241
4.26E+18,S4GR7849,2015-04-21 23:13,Other,
4.26E+18,S4GR7849,2015-04-21 23:18,Other,
4.26E+18,YGCN9315,2015-04-21 23:44,Other,
4.26E+18,H2LI7509,2015-04-21 23:46,Other,
4.26E+18,Q8OR7182,2016-04-21 00:23,Other,
4.26E+18,VWHD0710,2016-04-21 00:36,Other,
4.26E+18,QYX47373,2016-04-21 00:44,Other,
4.26E+18,Q8OR7182,2016-04-21 00:49,Other,
4.26E+18,Q8OR7182,2016-04-21 00:50,Other,
4.26E+18,PZ034741,2016-04-21 01:49,Other,
4.26E+18,TXBS1979,2016-04-21 02:24,Other,
4.26E+18,X96A9741,2016-04-21 05:02,Other,
4.26E+18,QSMN6633,2016-04-21 06:35,Won,1467
4.26E+18,8FCE2988,2016-04-21 07:04,Won,3529
4.26E+18,4PPD5847,2016-04-21 07:44,Won,3267
4.26E+18,O4JN0578,2016-04-21 08:26,Other,
4.26E+18,5I904501,2016-04-21 08:32,Other,
4.26E+18,1EJO7131,2016-04-21 09:00,Other,
4.26E+18,3XLK1851,2016-04-21 09:36,Other,
4.26E+18,1IPZ6843,2016-04-21 09:42,Other,
4.26E+18,7ZVX4690,2016-04-21 09:56,Won,2165
4.26E+18,X6977938,2016-04-21 09:57,Won,1403
4.26E+18,WO5W6402,2016-04-21 10:17,Other,
4.26E+18,Z22N8007,2016-04-21 10:20,Other,
4.26E+18,KSRR2433,2016-04-21 10:27,Other,
4.26E+18,D8Y90594,2016-04-21 10:35,Other,
4.26E+18,04J98128,2016-04-21 10:40,Won,887
4.26E+18,AF9U4888,2016-04-21 10:58,Other,
4.26E+18,T4IP9875,2016-04-21 11:09,Other,
4.26E+18,4ALH5731,2016-04-21 11:14,Other,
4.26E+18,VB6Y0459,2016-04-21 11:14,Other,
4.26E+18,M16X6091,2016-04-21 11:15,Other,
4.26E+18,0Z5V4899,2016-04-21 11:27,Other,
4.26E+18,IDU95313,2016-04-21 11:38,Other,
4.26E+18,UPOU5337,2016-04-21 11:42,Other,
